Time,Computer,Rack,PCB_id,Chip_id,Chip_v,Efuse_high,Efuse_low,Matrix id,Polarization,Mode,FE,FE active,RF Freq,IF Freq,LO Freq,atten IF,atten RF,Path IF,Path FE,PA Bias,P_in,P_out,Gain,CPin,CPout,CPin3,CPout3,Psat_in,Psat,Curr_1V2,Curr_1V5,Curr_1V8,Curr_2V7_FE,Curr_2V7_LO,Curr_2V7,Temp_FE00,Temp_FE01,Temp_FE02,Temp_FE03,Temp_FE04,Temp_FE05,Temp_FE06,Temp_FE07,Temp_FE08,Temp_FE09,Temp_FE10,Temp_FE11,Temp_FE12,Temp_FE13,Temp_FE14,Temp_FE15,TempADC_FE00,TempADC_FE01,TempADC_FE02,TempADC_FE03,TempADC_FE04,TempADC_FE05,TempADC_FE06,TempADC_FE07,TempADC_FE08,TempADC_FE09,TempADC_FE10,TempADC_FE11,TempADC_FE12,TempADC_FE13,TempADC_FE14,TempADC_FE15,Temp target,Temp ambient
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-22,-9.94,12.06,NaN,NaN,NaN,NaN,NaN,NaN,1.11E-01,4.94E-01,1.43E-03,7.47E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,29,29,28,29,551,572,524,563,545,560,550,537,550,538,552,527,550,550,509,528,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-20,-8.25,11.75,NaN,NaN,NaN,NaN,NaN,NaN,1.11E-01,4.94E-01,1.43E-03,7.47E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,28,29,28,28,551,572,524,563,545,559,550,537,549,538,551,527,550,549,508,529,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-18,-6.87,11.13,-18,-6.87,NaN,NaN,NaN,NaN,1.11E-01,4.94E-01,1.43E-03,7.48E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,28,28,29,28,551,572,524,563,544,559,550,538,550,538,552,528,550,550,509,529,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-16,-5.68,10.32,NaN,NaN,NaN,NaN,NaN,NaN,1.11E-01,4.94E-01,1.43E-03,7.49E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,551,572,524,563,543,560,549,538,550,537,551,528,550,549,508,529,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-14,-4.7,9.3,NaN,NaN,-14,-4.7,NaN,NaN,1.11E-01,4.95E-01,1.43E-03,7.50E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,29,29,28,28,551,571,523,563,543,561,550,537,550,538,552,527,549,549,508,529,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-12,-4.06,7.94,NaN,NaN,NaN,NaN,NaN,NaN,1.11E-01,4.95E-01,1.43E-03,7.52E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,28,29,29,28,550,571,524,563,543,559,549,537,549,538,551,528,550,549,508,529,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-10,-3.61,6.39,NaN,NaN,NaN,NaN,NaN,NaN,1.11E-01,4.95E-01,1.43E-03,7.53E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,28,29,28,29,550,571,523,563,543,559,550,537,550,536,552,527,550,549,508,529,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-8,-3.28,4.72,NaN,NaN,NaN,NaN,NaN,NaN,1.11E-01,4.96E-01,1.44E-03,7.56E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,29,29,28,29,550,571,524,563,543,559,550,538,549,536,552,526,550,549,509,528,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-6,-3.03,2.97,NaN,NaN,NaN,NaN,NaN,NaN,1.11E-01,4.97E-01,1.43E-03,7.57E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,28,29,28,29,551,571,523,563,543,559,549,538,549,536,551,526,550,549,508,529,25,25
2018-11-07 15:20,ESELDMWH7182,3,T581806177,1a3,3,0,2830,M15; M17,V,RX,0,16,38.5,3.072,6.928666667,2.73,20.24,RX_IF_V,FE00_V,"[9,9,5,1,1,1]",-4,-2.84,1.16,NaN,NaN,NaN,NaN,-4,-2.84,1.11E-01,4.99E-01,1.44E-03,7.59E-01,1.93E-01,5.09E-01,29,29,29,29,29,28,29,29,29,29,29,29,28,29,29,29,550,571,523,563,543,559,549,538,549,536,551,526,549,549,508,528,25,25
